"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species"
"2636","OTU864",10.6555125693024,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"1347","OTU3107",10.651983514239,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Cunninghamellaceae","g:Cunninghamella","UNKNOWN"
"1425","OTU3271",10.6466667192023,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1208","OTU2830",10.6128018026114,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1072","OTU2558",10.6065750761387,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1696","OTU3811",10.5932770154506,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"129","OTU1156",10.5923574891953,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Onygenaceae","g:Auxarthron","s:Auxarthron_alboluteum_SH195627.07FU"
"984","OTU2397",10.5802963028365,"d:Fungi","p:Basidiomycota","c:Geminibasidiomycetes","o:Geminibasidiales","f:Geminibasidiaceae","g:Geminibasidium","s:Geminibasidium_hirsutum_SH208305.07FU"
"1145","OTU2705",10.5802963028365,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","UNKNOWN","UNKNOWN","UNKNOWN"
"990","OTU2405",10.5763962933083,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1092","OTU2598",10.5730726271842,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"781","OTU2083",10.5581574127735,"d:Fungi","p:Basidiomycota","c:Agaricostilbomycetes","o:Agaricostilbales","f:Chionosphaeraceae","g:Kurtzmanomyces","UNKNOWN"
"2252","OTU4948",10.5581574127735,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"770","OTU2067",10.5435746877028,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1225","OTU2872",10.5299035222036,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"614","OTU1824",10.5142717907502,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","UNKNOWN","UNKNOWN"
"445","OTU1589",10.502745819649,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"266","OTU1331",10.5019670993979,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"1243","OTU2909",10.500967607792,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1307","OTU3022",10.4808951459299,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1671","OTU3760",10.4729019448605,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1576","OTU3566",10.4620280632126,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1009","OTU2442",10.4612908152097,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1219","OTU2857",10.4612908152097,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1136","OTU2689",10.4596555719542,"d:Fungi","p:Chytridiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1740","OTU3921",10.4596555719542,"d:Fungi","p:Basidiomycota","c:Geminibasidiomycetes","o:Geminibasidiales","f:Geminibasidiaceae","g:Geminibasidium","UNKNOWN"
"802","OTU2113",10.451189835131,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","f:Mycosphaerellaceae","UNKNOWN","UNKNOWN"
"303","OTU1388",10.4384294991151,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1330","OTU3073",10.43247504987,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1086","OTU2588",10.430507143358,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"154","OTU1188",10.4219103653686,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1054","OTU2521",10.4212798232307,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"1050","OTU2512",10.4136291179378,"d:Fungi","p:Ascomycota","c:Lecanoromycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1123","OTU2655",10.3974190752517,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1161","OTU2727",10.3974190752517,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Cordycipitaceae","g:Simplicillium","s:Simplicillium_lanosoniveum_SH196116.07FU"
"1414","OTU3255",10.3928356467902,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1272","OTU2955",10.38930746655,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2216","OTU4844",10.38930746655,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1056","OTU2523",10.3881350625292,"d:Fungi","p:Mortierellomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"782","OTU2084",10.3801520037777,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1085","OTU2587",10.3781402897033,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","UNKNOWN","UNKNOWN","UNKNOWN"
"1419","OTU3263",10.3781402897033,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","UNKNOWN","UNKNOWN"
"1406","OTU3233",10.3741351301628,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1376","OTU3162",10.365882186339,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Strophariaceae","UNKNOWN","UNKNOWN"
"1167","OTU2739",10.3627834631192,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Trichocomaceae","g:Thermomyces","s:Thermomyces_dupontii_SH185868.07FU"
"1113","OTU2634",10.3389413412757,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lophiostomataceae","UNKNOWN","UNKNOWN"
"1345","OTU3097",10.3343108092031,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","g:Spizellomyces","UNKNOWN"
"1629","OTU3674",10.3343108092031,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1309","OTU3026",10.3330883950293,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"2092","OTU4598",10.3330883950293,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1386","OTU3183",10.3265854614268,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideomycetidae_ord_Incertae_sedis","f:Eremomycetaceae","g:Arthrographis","s:Arthrographis_arxii_SH215550.07FU"
"1097","OTU2610",10.3237526390496,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2713","OTU951",10.3237526390496,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Penicillium","UNKNOWN"
"1134","OTU2687",10.3215041934509,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1586","OTU3587",10.3215041934509,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1361","OTU3131",10.3151183366408,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Branch06","UNKNOWN","UNKNOWN","UNKNOWN"
"865","OTU2210",10.3093838637976,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","g:Sclerostagonospora","s:Sclerostagonospora_cycadis_SH207008.07FU"
"924","OTU2306",10.3093838637976,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1180","OTU2766",10.2992338554211,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Microascales","f:Microascaceae","g:Rhinocladium","s:Rhinocladium_lesnei_SH349516.07FU"
"826","OTU2148",10.2928243670376,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"1467","OTU3368",10.2899253342162,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Filobasidiales","f:Filobasidiaceae","g:Filobasidium","s:Filobasidium_wieringae_SH221435.07FU"
"1364","OTU3136",10.2823349869446,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","g:Dactylaria","UNKNOWN"
"1355","OTU3122",10.2706867282115,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"768","OTU2064",10.2588389339578,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"798","OTU2109",10.2588389339578,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN"
"1007","OTU2439",10.2588389339578,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1388","OTU3186",10.2516176190442,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"923","OTU2301",10.2367073165037,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Cystofilobasidiales","f:Cystofilobasidiaceae","g:Cystofilobasidium","s:Cystofilobasidium_infirmominiatum_SH194013.07FU"
"902","OTU2274",10.2293007406224,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Geastrales","f:Sphaerobolaceae","g:Sphaerobolus","s:Sphaerobolus_ingoldii_SH221133.07FU"
"1570","OTU3557",10.228597129053,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1024","OTU2474",10.2279234741041,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1534","OTU3482",10.2084628705943,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1109","OTU2628",10.2056140821123,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1210","OTU2837",10.2056140821123,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1426","OTU3272",10.1970305811458,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1581","OTU3574",10.196178117997,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1542","OTU3508",10.1951866673801,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"515","OTU1681",10.1897931689301,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1300","OTU3006",10.1831872628064,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1297","OTU3002",10.1658863870799,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1267","OTU2944",10.1619591179898,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","UNKNOWN","UNKNOWN","UNKNOWN"
"1077","OTU2564",10.1587487602091,"d:Fungi","p:Chytridiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1176","OTU2756",10.1587487602091,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1332","OTU3075",10.1550972435303,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1163","OTU2731",10.1408378253034,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1020","OTU2467",10.1363514354271,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1222","OTU2866",10.1348121153389,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2069","OTU4546",10.133521942145,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1561","OTU3542",10.1284276402939,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"998","OTU2422",10.1189429137523,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1465","OTU3361",10.1126993261223,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1383","OTU3178",10.1110684195407,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2266","OTU4973",10.1110684195407,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Didymellaceae","g:Phoma","s:Phoma_aloes_SH087322.07FU"
"2758","OTU999",10.1110684195407,"d:Fungi","p:Chytridiomycota","c:Rhizophlyctidomycetes","o:Rhizophlyctidales","f:Rhizophlyctidaceae","g:Rhizophlyctis","s:Rhizophlyctis_rosea_SH202562.07FU"
"1352","OTU3118",10.0977937907536,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"165","OTU1200",10.0927941733832,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Ajellomycetaceae","UNKNOWN","UNKNOWN"
"1286","OTU2979",10.0903402941299,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1315","OTU3034",10.0903402941299,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1314","OTU3031",10.0831534720418,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1620","OTU3658",10.0831534720418,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1590","OTU3599",10.0768609828405,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Crepidotaceae","g:Crepidotus","UNKNOWN"
"1187","OTU2782",10.0679166587789,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1233","OTU2888",10.0665299479581,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1378","OTU3167",10.0665299479581,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","f:Cladosporiaceae","g:Cladosporium","s:Cladosporium_halotolerans_SH127902.07FU"
"1165","OTU2736",10.053631260881,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1464","OTU3360",10.053631260881,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","UNKNOWN","UNKNOWN"
"1394","OTU3195",10.0525364443963,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1507","OTU3431",10.0525364443963,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Magnaporthales","f:Magnaporthaceae","UNKNOWN","UNKNOWN"
"1512","OTU3440",10.0459471573434,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1473","OTU3379",10.0453003343155,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1569","OTU3555",10.0444035208386,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1130","OTU2675",10.0368386084782,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1412","OTU3252",10.028685913471,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1443","OTU3310",10.028685913471,"d:Fungi","p:Basidiomycota","c:Microbotryomycetes","o:Sporidiobolales","f:Sporidiobolaceae","g:Rhodotorula","UNKNOWN"
"1288","OTU2980",10.010235578424,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1594","OTU3604",10.0035396127047,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1533","OTU3481",10.0028928261888,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1541","OTU3505",10.0028928261888,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"104","OTU1126",9.99929597320765,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Inocybaceae","g:Inocybe","UNKNOWN"
"1339","OTU3087",9.99627502398611,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1519","OTU3453",9.99627502398611,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Massarinaceae","UNKNOWN","UNKNOWN"
"1117","OTU2644",9.98608201061898,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1326","OTU3061",9.98309388040152,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1609","OTU3639",9.98309388040152,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1783","OTU4013",9.98309388040152,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1051","OTU2514",9.97668171764369,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"1133","OTU2685",9.97668171764369,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1155","OTU2717",9.97668171764369,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1392","OTU3190",9.96450869446262,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Coprinus","UNKNOWN"
"1650","OTU3707",9.96450869446262,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1147","OTU2708",9.963824666502,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1317","OTU3041",9.95907544394787,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1132","OTU2683",9.95367681640855,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1705","OTU3829",9.94934191284161,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","s:Conocybe_deliquescens_SH179179.07FU"
"1179","OTU2765",9.94591566126398,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1503","OTU3424",9.93838004909882,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1625","OTU3668",9.90726956134637,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1752","OTU3942",9.90726956134637,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1241","OTU2903",9.90721743882395,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pezizaceae","UNKNOWN","UNKNOWN"
"1454","OTU3339",9.8925683722696,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1261","OTU2938",9.87918110746005,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Leotiomycetes_ord_Incertae_sedis","f:Pseudeurotiaceae","UNKNOWN","UNKNOWN"
"1143","OTU2700",9.87735036797502,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1389","OTU3187",9.87735036797502,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Ajellomycetaceae","UNKNOWN","UNKNOWN"
"1524","OTU3464",9.87571628239968,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Hyaloscyphaceae","g:Cistella","UNKNOWN"
"1357","OTU3124",9.87402109229362,"d:Fungi","p:Ascomycota","c:Taphrinomycetes","o:Taphrinales","f:Protomycetaceae","g:Protomyces","s:Protomyces_inouyei_SH211874.07FU"
"2270","OTU4978",9.84458546671329,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","UNKNOWN","UNKNOWN"
"1169","OTU2745",9.84163975293135,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1273","OTU2959",9.84163975293135,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1905","OTU4273",9.84163975293135,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1678","OTU3781",9.84065990517959,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"664","OTU1898",9.82783460368154,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1017","OTU2461",9.82246595436292,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1014","OTU2453",9.81506347112617,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","UNKNOWN","UNKNOWN","UNKNOWN"
"1484","OTU3393",9.80541924027102,"d:Fungi","p:Chytridiomycota","c:Rhizophlyctidomycetes","o:Rhizophlyctidales","f:Rhizophlyctidaceae","g:Rhizophlyctis","UNKNOWN"
"2396","OTU614",9.80354736414779,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Trichocomaceae","g:Sagenomella","s:Sagenomella_diversispora_SH208845.07FU"
"1693","OTU3808",9.7941457657826,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN"
"1382","OTU3175",9.77891514365339,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1084","OTU2586",9.77435286861499,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Didymellaceae","g:Ascochyta","s:Ascochyta_manawaorae_SH005761.07FU"
"1331","OTU3074",9.77250130942398,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","UNKNOWN","UNKNOWN","UNKNOWN"
"1398","OTU3200",9.75711324680671,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN"
"1509","OTU3434",9.75711324680671,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1690","OTU3800",9.75711324680671,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1719","OTU3863",9.75711324680671,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1597","OTU3612",9.742596995518,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1795","OTU4044",9.742596995518,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1601","OTU3620",9.73766759021598,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1409","OTU3243",9.7264242708741,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1832","OTU4129",9.71505320209635,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1249","OTU2919",9.69848483854679,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"1338","OTU3086",9.67618382587656,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Verrucariales","f:Verrucariaceae","UNKNOWN","UNKNOWN"
