OTU,fungi.Grass.BOGR.1,fungi.mock2,fungi.Ecotone.LATR.8,fungi.SPEGAR.PLJA.4B,fungi.SPEGAR.BOER.4A,fungi.Ecotone.PLJA.8,fungi.Ecotone.PLJA.1,fungi.SPEGAR.PLJA.3A,fungi.Grass.BOER.4,fungi.SPEGAR.ARPU.2A,fungi.SPEGAR.PLJA.2B,fungi.Grass.BOER.7,fungi.SPEGAR.BOER.1A,fungi.SPEGAR.BOGR.3B,fungi.Ecotone.LATR.5,fungi.SPEGAR.BOER.2B,fungi.Grass.PLJA.6,fungi.Shrub.LATR.8,fungi.SPEGAR.PLJA.1A,fungi.SPEGAR.BOER.4B,fungi.Grass.BOGR.7,fungi.Ecotone.BOER.4,fungi.Ecotone.BOER.7,fungi.Ecotone.PLJA.5,fungi.Ecotone.LATR.4,fungi.SPEGAR.ARPU.1A,fungi.SPEGAR.BOGR.2B,fungi.SPEGAR.BOGR.1B,fungi.SPEGAR.ARPU.1B,fungi.Grass.PLJA.5,fungi.Grass.PLJA.1,fungi.Grass.BOGR.4,fungi.SPEGAR.ARPU.4A,fungi.Ecotone.PLJA.3,fungi.Shrub.LATR.3,fungi.Grass.BOGR.5,fungi.SPEGAR.PLJA.4A,fungi.SPEGAR.BOER.2A,fungi.Ecotone.BOER.3,fungi.Ecotone.BOER.8,fungi.Ecotone.LATR.6,fungi.Grass.BOER.6,fungi.Grass.PLJA.2,fungi.Shrub.LATR.7,fungi.Shrub.LATR.5,fungi.SPEGAR.ARPU.3B,fungi.SPEGAR.BOER.1B,fungi.Grass.BOER.5,fungi.Ecotone.LATR.2,fungi.SPEGAR.BOGR.4B,fungi.Ecotone.LATR.3,fungi.SPEGAR.ARPU.2B,fungi.Shrub.LATR.6,fungi.Ecotone.BOER.2,fungi.Ecotone.LATR.7,fungi.Ecotone.PLJA.7,fungi.SPEGAR.ARPU.4B,fungi.SPEGAR.BOGR.3A,fungi.SPEGAR.PLJA.3B,fungi.Grass.BOGR.3,fungi.Shrub.LATR.2,fungi.SPEGAR.PLJA.2A,fungi.Shrub.LATR.4,fungi.Ecotone.BOER.1,fungi.Ecotone.BOER.5,fungi.Grass.PLJA.7,fungi.SPEGAR.BOER.3B,fungi.Grass.BOER.2,fungi.SPEGAR.BOGR.2A,fungi.Grass.BOGR.8,fungi.Grass.BOGR.6,fungi.Ecotone.BOER.6,fungi.Grass.PLJA.8,fungi.SPEGAR.PLJA.1B,fungi.Grass.BOGR.2,fungi.mock1,fungi.Grass.BOER.8,fungi.Grass.PLJA.3,fungi.SPEGAR.BOGR.4A,fungi.Shrub.LATR.1,fungi.SPEGAR.BOGR.1A,fungi.Grass.BOER.3,fungi.Ecotone.LATR.1,fungi.Ecotone.PLJA.6,fungi.Ecotone.PLJA.2,fungi.Grass.BOER.1,fungi.SPEGAR.BOER.3A,fungi.Ecotone.PLJA.4,fungi.Grass.PLJA.4,fungi.SPEGAR.ARPU.3A
OTU13,2.565004248,0,0,2.253739166,0,0,17.2104814,0,0,0,2.783833148,2.757984061,2.500620267,0,25.08911441,2.424563657,2.900189257,0,0,2.372452082,0,0,0,0,0,2.34450668,0,2.086116274,2.194643147,2.048389678,0,0,0,0,0,0,0,0,2.466488087,0,0,0,2.360094401,0,2.914015136,0,0,0,0,0,0,0,0,0,0,2.78318406,0,0,0,2.577953089,2.44272663,0,2.832242309,0,0,0,2.169376175,0,0,0,0,2.7839874,2.755846235,3.001931937,0,0,0,0,2.443763234,2.695481347,0,0,12.04228695,2.350999116,2.553508656,0,0,0,0,0
OTU264,3.75656216,0,0,2.253739166,0,0,0,0,2.516787072,0,0,4.770001667,0,0,0,0,0,0,0,0,12.69978478,0,0,0,0,0,0,0,0,0,0,8.513260704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.323402035,0,0,0,0,0,0,0,0,0,11.59060178,0,2.3582801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39077057,8.739783959,0
OTU354,0,0,0,0,0,0,0,0,0,0,0,6.552393228,0,0,0,0,0,4.381527535,0,0,0,8.838059243,0,0,0,0,0,0,7.198085807,0,0,0,0,0,0,0,0,0,0,0,0,6.865502276,0,0,0,0,0,2.664578781,0,0,0,0,0,0,0,6.212018713,0,0,0,0,0,0,5.511624314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU44,5.348451427,0,5.77661053,4.218512634,2.508322536,3.908553019,0,9.886416737,0,5.779714736,6.890620535,0,7.362264348,4.888394716,0,6.119005239,0,0,6.324399696,3.128663052,6.222704813,4.375130522,4.270778978,7.699544249,6.84818295,4.710641819,7.379444095,5.948669705,4.005011636,5.339302331,0,6.286655992,0,0,5.129966934,6.063218461,3.526198969,9.36393994,5.800690747,4.898008,0,0,4.539640662,0,4.601645096,0,6.303482791,0,7.158139793,9.63891884,0,3.127479381,0,0,5.111191867,0,6.19610259,6.739559261,5.429229709,2.577953089,4.939238412,9.926429869,6.703099772,0,0,4.270764432,2.89488236,6.427665426,5.46772827,0,0,0,0,4.675039894,0,2.646233197,7.377415921,0,10.60734541,5.068706205,8.520805438,4.555954194,0,4.142839232,0,0,14.67718673,0,0,6.768549281
OTU159,0,0,5.610422795,5.138154313,0,5.698073326,6.881272232,6.09780283,0,7.307135517,5.786044687,0,4.215835754,0,7.243642122,4.733311703,0,0,0,2.836715939,0,0,4.270778978,6.500973692,4.690730469,7.786896917,7.920107341,3.707125108,0,0,0,0,8.64225454,8.68127261,3.551791156,5.485059883,7.303242348,5.309935267,5.574589915,6.762567008,6.911431779,0,0,5.572196029,5.261460025,5.381121987,4.875452273,0,5.891185014,0,0,0,0,7.605168539,3.312713893,0,0,0,5.466396107,0,0,0,5.717614604,5.611415693,0,0,0,0,5.360572045,0,0,5.395286125,0,5.446264953,6.801295128,0,0,0,9.003067665,6.816253688,5.154782973,0,0,0,8.563225586,0,0,5.211579849,0,7.589413788
OTU1426,0,0,0,0,0,0,0,0,0,5.365825876,0,0,0,0,0,0,0,0,0,3.901265356,0,0,0,0,0,3.963353203,0,0,4.789159907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.531954265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.932508141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.973867741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU52,4.581300057,0,0,8.899691499,0,0,0,9.332645131,0,6.169179754,0,5.604892007,0,9.497084215,0,0,0,0,10.09322419,3.901265356,0,0,0,5.29928635,0,6.994784889,2.559051385,12.96113721,0,2.048389678,2.972421889,3.244720692,0,0,2.398681599,0,9.852905552,2.363648389,0,5.31451259,0,0,0,0,0,6.406365087,0,0,0,8.879442868,0,3.789352412,0,0,3.865493027,0,5.08848098,6.666012303,8.856279224,0,0,0,0,0,0,0,0,2.3582801,15.07749773,0,0,0,0,2.262507377,3.132756044,0,0,0,5.843066028,0,8.68238906,3.300900627,2.889604284,0,0,0,0,0,0,4.869291998
OTU185,0,0,0,5.999852467,4.94815315,4.640283548,0,4.455021354,6.387031726,6.929579502,0,5.811065675,4.215835754,6.208953381,0,5.066411929,3.642771142,4.617777438,7.930021033,9.803480816,3.500497793,0,3.508467507,0,2.330774884,7.656319112,2.559051385,3.622072661,9.838727639,8.624803211,0,5.584870887,7.6178801,0,4.480968448,0,8.704887523,6.922891012,2.466488087,4.832902148,0,7.514906909,5.304372414,6.493273061,0,4.658456854,0,0,3.755292797,4.16249284,0,9.512708562,0,2.502174432,4.463710426,3.83741353,6.113729183,7.065030581,4.282795975,6.10751459,2.44272663,0,2.832242309,0,3.738910829,3.433738662,6.161209044,7.757833045,5.967571029,0,8.405802087,0,4.398163153,4.71432452,3.132756044,0,6.170352154,5.86138375,0,0,5.713731389,6.521796149,2.889604284,2.350999116,0,0,0,0,5.771987736,4.401353635
OTU63,0,0,0,0,0,0,0,0,0,2.320253439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.852306979,10.88615367,0,0,0,0,0,0,0,2.363648389,0,5.017563073,0,0,0,0,0,2.444120493,2.024802202,0,0,2.365578865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.169376175,0,0,0,0,0,0,0,7.778673372,0,2.570373376,0,0,0,0,19.61901685,0,0,0,0,0,0,0,0
OTU204,0,0,0,0,0,0,3.969008336,0,11.81222771,0,0,0,0,0,0,0,0,0,0,0,0,1.900203627,0,0,7.018987673,0,0,0,2.194643147,2.048389678,12.48252317,0,0,7.557895804,0,0,0,0,0,0,0,0,0,2.645475258,0,0,0,0,7.38776274,0,0,4.874811474,0,0,0,0,0,7.65670914,0,2.577953089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98317576,0,0,2.795951699,0,0,0,0,0,0,2.657177521,0
OTU48,0,2.444120493,0,0,0,0,0,2.799967298,7.573114732,0,0,0,5.578059724,0,0,0,0,2.591670418,2.481850945,0,0,1.900203627,0,0,2.791227248,0,0,3.622072661,0,0,0,19.04375933,0,0,0,0,0,0,2.939503314,0,0,7.040025827,0,0,0,2.444120493,2.024802202,0,0,7.46935285,0,0,0,0,2.806714943,2.323402035,0,0,0,8.12554854,0,0,0,0,0,2.91706069,0,0,0,6.009946359,3.77756421,0,0,0,0,3.136541294,0,14.43207381,0,0,0,0,0,0,0,0,0,2.39077057,5.82721964,0
OTU4143,0,0,2.338608351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.265371608,3.790667052,0,0,0,0,0,0,7.719077497,0,0,0,0,0,9.004030675,0,0,0,0,5.481441338,0,0,0,0,0,0,0,0,0,0,0,2.829211477,0,0,0,0,0,0,8.161379945,10.29946625,4.034603406,0,2.44272663,0,0,2.538374853,0,0,4.498353833,0,8.172674543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.923389073,0,0,0
OTU130,3.351168538,0,4.454772672,11.19666783,4.749185558,4.640283548,6.507799218,0,0,0,4.181357719,0,9.751085249,0,5.932433577,8.740534753,2.900189257,0,10.41626915,0,8.489779466,0,6.201943275,0,5.81421993,0,7.689784751,0,6.63038062,0,0,3.244720692,2.758752265,0,0,0,9.138647881,2.363648389,0,0,6.740837041,0,5.684814579,0,0,0,6.3521774,6.592452365,2.71444717,0,0,0,0,6.431816995,0,5.015851133,0,0,7.919484369,0,3.429846936,0,5.465926747,0,5.318024113,4.901735092,2.169376175,2.3582801,0,7.320436515,0,0,5.674148629,10.71019807,0,0,5.634735107,0,0,0,0,5.211629521,2.889604284,8.729566853,0,0,6.777156524,0,6.759024749,4.401353635
OTU202,0,0,2.338608351,0,0,2.075283473,0,0,0,8.345410378,0,0,0,0,0,0,0,0,0,7.120941961,0,0,2.508322536,0,0,7.054988301,0,0,11.14989385,0,0,0,0,0,0,0,2.523117278,0,0,0,0,0,0,0,0,0,0,0,2.71444717,0,0,7.470184356,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445973725,0,0,0,0,0,0,0,0,0,0,2.570373376,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2,13.17373021,0,15.86115239,16.69680471,13.35954358,14.61986581,12.85572992,10.17924368,20.56762018,12.64051956,16.36872569,10.11260575,15.95810558,13.92562656,11.06588154,11.77553985,20.63318904,3.382005453,12.49661073,8.208447093,12.13391274,13.74268379,13.29490808,14.28771806,7.803884309,10.55199267,12.03780904,10.18799135,12.04146543,10.88725814,2.972421889,15.59872639,16.91251892,10.90706882,9.457776702,15.2759122,24.13496799,15.27844161,16.34581691,15.82066181,9.298885286,14.47678359,3.330831483,11.54529576,9.20236324,13.89649249,9.272935656,16.2108753,10.70323616,10.11207768,11.95997431,11.58433887,6.964441314,4.892890405,8.593395608,14.7321858,9.660472074,9.955032587,13.52150098,14.49852173,9.575265229,17.07957353,8.035010474,18.71154304,21.15408314,13.70933806,9.74105651,14.71453993,8.395499319,11.36368023,12.07445868,4.88044197,21.28903226,11.56319769,14.46913194,3.136541294,13.90785074,9.315395134,19.60154009,13.64387379,7.08217501,15.37240276,6.766917678,15.05489968,16.45892873,15.84058927,13.39416303,5.773797892,20.601345,14.07049559
OTU26,4.037134573,0,7.890705888,9.086943933,4.633701855,7.873310065,9.231170188,6.822864128,7.220780177,7.631672428,3.287598732,0,8.716502643,0,5.019766073,0,2.900189257,4.288592726,0,0,8.690952709,1.900203627,5.227775108,8.832531235,0,7.57941001,0,7.687898664,9.022960028,7.361541869,9.890469008,8.264317118,2.758752265,10.65572729,2.398681599,7.768955923,7.803140491,0,11.6593282,16.89054576,6.457164483,2.602132466,6.079751979,0,2.443189063,12.00370859,0,6.986077091,4.344746406,0,0,11.85498638,0,7.562403469,9.875376134,10.71570464,0,0,6.019332945,5.002106821,2.44272663,5.25837863,5.146942476,5.919582039,11.88457075,0,0,8.380180868,7.398072838,2.646548042,6.814818397,12.28224211,5.899533609,0,10.41929952,0,6.527516335,0,0,2.695481347,5.609920787,7.230669809,3.726024972,6.795951478,10.89567393,0,2.622847012,11.58465501,0,13.85303794
OTU310,0,0,0,4.011593324,0,0,0,0,0,0,0,5.527839357,0,0,4.987186337,0,0,0,0,2.372452082,0,6.035245461,9.182168072,6.676306532,0,3.963353203,0,2.086116274,0,4.193604309,0,0,0,6.062690362,0,0,0,0,0,7.821234775,0,0,0,2.645475258,2.443189063,0,0,0,0,0,0,0,0,0,2.806714943,5.801717232,0,0,4.282795975,5.530670847,0,0,0,8.047992372,0,0,0,5.581753291,0,0,0,5.194607024,4.68646563,0,0,0,5.814731263,0,0,0,0,0,0,4.627917985,2.553508656,0,0,0,0,0
OTU17,0,2.915033808,10.58678113,2.253739166,0,4.400402006,4.619931555,3.305308088,0,0,0,2.757984061,2.500620267,0,11.15617371,2.424563657,3.536173412,15.93967413,0,0,0,4.404252065,5.15472303,0,10.67391066,0,0,0,0,2.048389678,2.972421889,3.791541975,3.260065874,6.516214052,17.61262983,0,0,0,8.306940003,10.77172613,9.456795776,0,0,14.03344071,9.288164884,0,2.458180999,0,5.891185014,2.365578865,12.27129327,0,12.91936033,6.223583741,11.06043511,4.804046874,0,0,0,0,9.322314828,0,8.232635719,4.99173189,0,2.91706069,0,2.821243559,0,0,0,2.7839874,0,0,0,0,0,0,0,11.63055703,2.281173526,0,7.824918104,2.350999116,6.3928236,3.587341704,4.329485753,4.684902672,0,0
OTU146,0,0,0,2.70724102,0,0,0,0,12.20143781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.086116274,0,0,0,10.33661164,0,2.311343213,0,12.00124043,3.001512404,0,0,0,2.886118151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.577953089,0,0,0,0,0,0,0,0,0,0,3.596850772,0,0,0,0,0,0,0,0,0,0,0,0,3.103909712,0,3.587341704,0,0,0,0
OTU945,0,0,0,0,0,4.029050526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.859365883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.198192248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.434436803,0,0,0,0,0,0,0,0,0,0,0,0,4.02244523,0,0,0,5.164081099,0
OTU114,0,0,0,6.957602601,0,0,0,6.070337743,0,0,2.783833148,0,0,0,0,0,0,9.494810201,2.481850945,0,7.356540939,1.900203627,0,0,0,8.83500096,0,0,8.354152779,2.048389678,0,0,0,0,7.10721018,0,13.92020012,2.363648389,0,0,6.572463954,6.526035966,0,2.645475258,9.507820731,0,0,0,0,3.3374015,0,0,0,7.216446887,0,0,0,0,0,0,0,2.48327042,0,0,4.692623085,2.445973725,4.367444474,0,0,0,6.82703278,0,0,0,0,0,0,0,0,8.988801049,11.28012705,2.795951699,0,0,0,0,0,4.903318691,0,0
OTU2293,0,0,0,0,0,0,0,0,0,0,11.03102434,0,0,2.73864174,7.503294938,0,2.173999356,0,0,0,0,0,0,0,7.04101842,0,2.559051385,0,0,0,0,0,0,9.620472074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.198435809,2.502174432,4.209908988,5.698217569,0,0,0,0,2.913509397,6.566892588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.013679538,0,5.899951323,6.454193785,0,0
OTU87,7.27634105,0,5.485838113,4.44002205,5.116354775,8.442093555,0,0,6.64192907,7.965952831,4.181357719,8.908485948,2.063848913,7.117781911,6.780434609,0,7.779316229,3.789359257,6.435757772,7.721725213,6.016231847,5.767119227,7.840052352,5.708192331,4.96080356,5.620111795,5.109876274,4.625597227,10.93756461,8.344176765,9.977191474,7.291193789,0,0,0,7.03877543,2.523117278,0,0,2.698359713,8.811499147,5.913759094,8.078970321,0,5.197504672,6.699064675,0,7.606527508,2.71444717,4.978172196,0,6.517850538,2.198435809,0,3.312713893,9.883178986,6.323570882,0,6.718486366,7.971318097,5.378951337,0,0,0,5.076196853,4.097083743,2.615386229,6.370901189,6.303033987,7.771059103,5.97064744,5.44051968,6.142225751,4.290961418,0,0,8.843897284,6.113954581,0,0,5.746516995,6.257547541,3.726024972,6.804632104,5.259570508,0,4.226334536,5.655568806,5.488291056,0
OTU5,7.953931313,2.915033808,10.36209491,7.686011629,6.638337365,7.4978614,8.357409204,6.736635986,5.309325222,7.708984407,7.012260312,9.196203698,7.165156096,10.24402249,16.30365403,7.466449653,7.373698732,20.48931738,7.414626383,12.31508893,6.563577422,8.723603846,9.273840453,7.454607151,12.22770376,8.762090491,7.396607738,7.332201264,10.11100401,9.067014948,2.972421889,5.621555333,7.366692645,0,19.9363068,4.298751465,6.524707909,7.495344683,9.112845368,12.69707355,9.456795776,9.212875018,7.889493763,13.96628888,8.400863948,7.218263377,2.458180999,6.948091735,7.287911313,9.372829884,14.28556613,8.047352459,13.22229208,8.692322464,12.64356292,12.18116021,8.607789453,5.435493626,9.161919637,7.687395472,12.19296752,2.48327042,19.23726945,10.65077715,8.389311087,6.302626381,6.151259225,9.550019674,10.77151785,9.731646675,7.065030581,8.456668193,5.775616326,7.991969412,7.594550099,0,6.898872012,6.621084012,8.248781535,10.51956731,8.666677115,5.624242882,8.820544233,9.107557185,8.349425026,7.760639658,5.947685611,8.514963569,7.745722596,6.894433884
OTU62,0,0,0,0,4.94815315,7.901510734,0,0,4.865392593,2.320253439,0,7.616234965,0,2.73864174,7.98467777,0,4.044605298,9.244892718,4.467456125,5.518220085,4.683708435,6.483249329,9.732914434,7.841470361,4.190586364,0,0,0,3.562649058,9.479242079,0,5.083092656,0,0,9.87248398,2.678839159,3.705020132,4.305363525,2.466488087,8.070571382,0,7.647648015,8.185468516,0,4.897674538,0,0,0,0,0,7.652102722,4.657188059,7.481718202,0,6.41393087,9.232533933,0,0,0,5.368075172,0,0,4.870285168,10.57379242,9.045358455,4.811896081,0,9.065705731,3.977323276,6.099652866,7.054411376,7.193795749,5.354117703,2.262507377,0,0,7.715337242,7.364338129,0,4.424633832,2.737137477,9.364283009,6.84408578,6.091885685,5.944687063,3.057445428,0,6.596942722,8.069228276,0
OTU41,0,0,0,2.253739166,0,2.513050455,0,12.58051756,0,0,20.12837674,3.99350558,4.013027401,0,11.15454844,2.893649862,0,0,0,2.372452082,0,0,0,2.340262344,11.13380271,2.34450668,12.13183859,6.69984319,2.194643147,0,0,5.691831124,0,14.70377324,0,0,2.523117278,2.363648389,2.466488087,0,0,0,0,0,0,8.366952448,0,6.107827681,0,2.365578865,0,0,0,0,5.517797686,8.465633358,0,0,0,0,2.913509397,9.869180621,0,0,0,0,0,2.821243559,0,0,0,0,2.755846235,0,0,0,2.570373376,0,2.443763234,0,2.281173526,0,0,2.350999116,8.788140736,0,8.834796983,8.724592184,0,4.048637225
OTU323,0,0,0,2.253739166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481850945,0,0,0,10.04019656,0,0,0,0,0,0,0,0,0,0,0,2.398681599,0,0,0,0,0,0,0,10.93444087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646548042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU222,0,0,0,0,0,6.671545181,0,0,0,5.07342562,0,8.805624266,0,4.576312123,2.325986005,0,0,4.749681295,5.351655556,5.241617925,4.982964302,0,5.666157802,5.008724613,0,0,0,0,4.820900779,7.61248464,0,5.024438204,0,0,5.560474623,0,0,0,0,6.312772763,0,8.209534243,6.474978797,0,0,0,2.024802202,0,2.71444717,0,2.840588477,3.789352412,0,0,4.754463169,6.212018713,0,0,0,0,0,0,5.146942476,5.68943365,4.766839373,3.884865161,0,6.757236391,4.326811771,7.834762191,7.157853412,5.016966883,5.039946003,0,0,2.646233197,8.018741267,0,0,5.510233089,2.737137477,6.281479397,0,4.883224972,0,0,0,0,6.610518595,0
OTU329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69686683,0,0,0,0,0,1.900203627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.262507377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.551960549,0,0,0,0,0,5.488505607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.792768566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU18,6.782227138,0,6.943982538,6.852762363,5.15472303,10.0305626,6.479436925,6.691740413,2.516787072,0,6.826357376,9.722873778,5.867472877,10.3304425,7.707288034,7.276080905,5.920065962,6.795845314,7.894572734,8.281725196,5.772408542,7.013428899,9.803970578,4.659524817,5.20490758,8.864271606,9.177261723,7.938757465,9.352699459,9.373342371,0,5.691831124,5.403363391,9.173234009,6.743147677,8.603679181,5.532603878,5.569453968,8.217866951,8.970292171,0,6.383138926,8.101568172,0,6.088663962,7.757983557,4.756609435,8.949767559,6.666710264,12.57844567,9.527467349,7.034965476,0,8.566112098,10.49335446,9.708223302,9.258703382,7.193683258,8.658589376,7.964655748,5.229222294,0,2.832242309,7.798214063,6.558309227,4.187801069,6.534755585,9.096302796,9.959668441,7.971562764,7.899625197,9.849625538,0,6.543261569,9.757841087,0,9.10335787,7.234438244,7.361600744,6.844987589,7.908831211,7.020576473,3.726024972,9.85860637,6.195383722,0,7.894389755,6.839654249,8.300847553,9.126499331
OTU123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.274825109,0,0,0,0,0,0,2.330774884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7171313,0,2.024802202,0,0,0,0,0,0,2.502174432,0,0,0,0,0,0,0,0,7.58864711,0,0,2.445973725,0,2.3582801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39077057,0,0
OTU618,0,0,6.456032618,2.991840316,0,0,2.281955134,0,0,0,0,0,0,0,0,0,0,0,0,4.000208911,0,0,0,0,0,0,6.590863421,0,4.305363525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.982698095,0,0,0,4.54739881,2.840588477,3.899930599,0,0,4.344900755,3.83741353,5.899777437,0,0,0,0,0,0,6.151576669,0,0,0,0,3.415699106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.844710356,0,0,4.91094331,0,0,0
OTU7,0,0,0,3.515618445,0,0,0,13.56654558,2.516787072,9.845307505,13.85848745,0,0,9.585718793,2.325986005,0,0,3.076670799,0,0,0,1.900203627,0,13.77078513,0,9.892340012,0,5.717042779,10.4416607,2.048389678,0,12.05800865,0,2.311343213,0,8.814392305,0,2.363648389,0,2.698359713,2.886118151,2.602132466,0,0,0,2.444120493,18.62394897,2.664578781,2.71444717,7.932367353,0,4.793039266,0,0,5.56007134,0,6.783003475,7.179833126,5.868932817,3.061625183,2.44272663,0,0,13.80843154,0,2.445973725,0,0,2.900601158,0,2.582079002,0,0,15.51597557,3.132756044,0,2.570373376,0,0,0,14.15020995,0,0,0,3.742419576,0,2.622847012,2.39077057,0,0
OTU1849,2.565004248,0,0,0,2.508322536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.317877966,0,0,0,0,2.34450668,0,0,0,0,0,0,0,0,0,0,0,0,3.783433936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.570001882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU51,9.634229781,0,0,2.70724102,2.508322536,0,0,0,7.594974741,11.5744579,0,0,0,0,0,2.424563657,11.56004482,2.591670418,2.481850945,0,2.978021499,0,0,0,0,0,0,0,0,6.38467925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.443189063,2.444120493,2.024802202,12.60997198,0,0,0,0,0,2.502174432,0,0,4.245774363,0,0,0,5.129056452,0,0,0,0,0,0,0,2.900601158,20.08728395,0,0,9.476463505,0,0,2.646233197,0,9.55382974,0,0,0,0,0,0,0,0,0,2.39077057,0,3.481472823
OTU2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.886948081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU252,3.047425232,0,0,0,0,0,0,0,0,0,0,6.394632813,0,0,0,0,8.815625875,0,2.481850945,0,7.274813484,0,0,0,0,0,0,0,0,8.58051767,0,0,0,0,0,0,0,0,2.466488087,4.609539928,0,0,0,0,0,0,0,11.02831042,0,0,0,0,0,0,0,3.286886232,0,0,0,0,2.44272663,0,0,0,0,0,0,5.002119653,0,0,6.034173747,0,7.960076902,0,7.611987673,0,0,0,0,0,0,0,0,0,2.553508656,0,0,0,0,0
OTU3,2.565004248,29.83552067,2.799774199,2.991840316,2.508322536,2.513050455,2.737989435,2.338785316,2.994576949,3.283116139,2.783833148,3.25922252,2.773926548,0,3.075062568,7.718409489,2.173999356,2.591670418,2.481850945,2.372452082,3.500497793,2.78252357,2.508322536,4.128362404,2.791227248,2.34450668,0,2.524827526,2.923894943,2.048389678,2.972421889,3.244720692,0,3.272447974,2.86536452,4.298751465,2.523117278,0,2.466488087,3.193762448,2.886118151,0,2.360094401,2.645475258,2.443189063,0,2.729245353,5.725896295,0,2.829211477,0,0,3.137398305,3.278520744,2.806714943,0,3.344284728,0,3.881303385,0,3.429846936,0,2.832242309,3.018232371,3.508114619,0,2.169376175,2.3582801,2.900601158,3.136886856,3.066150315,0,0,2.262507377,3.132756044,31.7546007,3.357377384,3.118324937,2.443763234,2.695481347,3.967964201,0,3.403643615,2.813296243,2.553508656,5.173758986,2.622847012,2.39077057,3.686781152,0
